user_id,transaction_date,amount,status
60,2025-09-18,199.0,Failed
63,2026-02-26,29.0,Success
63,2026-03-28,29.0,Success
63,2026-04-27,29.0,Success
63,2026-05-27,29.0,Success
63,2026-06-26,29.0,Success
64,2025-10-25,29.0,Success
64,2025-11-24,29.0,Success
64,2025-12-24,29.0,Success
64,2026-01-23,29.0,Success
64,2026-02-22,29.0,Success
64,2026-03-24,29.0,Success
64,2026-04-23,29.0,Success
64,2026-05-23,29.0,Success
64,2026-06-22,29.0,Success
66,2025-07-15,29.0,Success
66,2025-08-14,29.0,Success
66,2025-09-13,29.0,Success
66,2025-10-13,29.0,Success
66,2025-11-12,29.0,Success
66,2025-12-12,29.0,Success
66,2026-01-11,29.0,Success
66,2026-02-10,29.0,Success
66,2026-03-12,29.0,Failed
66,2026-04-11,29.0,Success
66,2026-05-11,29.0,Success
66,2026-06-10,29.0,Success
68,2026-03-19,29.0,Success
69,2025-07-01,29.0,Success
72,2025-11-29,29.0,Success
74,2025-10-16,29.0,Success
76,2026-03-21,29.0,Success
77,2025-12-06,29.0,Success
77,2026-01-05,29.0,Success
77,2026-02-04,29.0,Success
77,2026-03-06,29.0,Success
77,2026-04-05,29.0,Success
77,2026-05-05,29.0,Success
77,2026-06-04,29.0,Success
78,2025-08-07,29.0,Success
79,2026-03-11,29.0,Success
79,2026-04-10,29.0,Success
79,2026-05-10,29.0,Success
79,2026-06-09,29.0,Success
81,2025-11-05,29.0,Success
82,2026-04-13,29.0,Success
83,2026-03-16,29.0,Success
84,2026-03-01,29.0,Success
84,2026-03-31,29.0,Success
84,2026-04-30,29.0,Success
84,2026-05-30,29.0,Success
84,2026-06-29,29.0,Success
87,2025-09-17,29.0,Success
91,2025-11-17,29.0,Success
92,2025-09-23,29.0,Success
92,2025-10-23,29.0,Success
92,2025-11-22,29.0,Success
92,2025-12-22,29.0,Success
92,2026-01-21,29.0,Success
92,2026-02-20,29.0,Success
92,2026-03-22,29.0,Success
92,2026-04-21,29.0,Success
92,2026-05-21,29.0,Success
92,2026-06-20,29.0,Success
93,2026-04-30,199.0,Success
93,2026-05-30,199.0,Success
93,2026-06-29,199.0,Success
99,2025-11-09,29.0,Failed
101,2026-01-09,29.0,Failed
104,2025-12-22,29.0,Success
104,2026-01-21,29.0,Success
104,2026-02-20,29.0,Success
104,2026-03-22,29.0,Success
104,2026-04-21,29.0,Success
104,2026-05-21,29.0,Success
104,2026-06-20,29.0,Success
105,2026-02-21,29.0,Success
107,2025-11-03,29.0,Success
110,2026-03-22,29.0,Success
115,2026-04-01,199.0,Success
116,2026-04-28,29.0,Success
119,2026-03-09,29.0,Success
121,2026-03-09,29.0,Success
121,2026-04-08,29.0,Success
121,2026-05-08,29.0,Success
121,2026-06-07,29.0,Success
123,2025-10-24,29.0,Success
134,2025-11-15,29.0,Success
135,2025-11-20,29.0,Success
135,2025-12-20,29.0,Failed
135,2026-01-19,29.0,Success
135,2026-02-18,29.0,Success
135,2026-03-20,29.0,Success
135,2026-04-19,29.0,Success
135,2026-05-19,29.0,Success
135,2026-06-18,29.0,Success
146,2026-03-18,29.0,Success
146,2026-04-17,29.0,Success
146,2026-05-17,29.0,Success
146,2026-06-16,29.0,Success
149,2026-04-02,29.0,Success
149,2026-05-02,29.0,Success
149,2026-06-01,29.0,Success
150,2025-10-05,29.0,Success
150,2025-11-04,29.0,Success
150,2025-12-04,29.0,Success
150,2026-01-03,29.0,Success
150,2026-02-02,29.0,Success
150,2026-03-04,29.0,Success
150,2026-04-03,29.0,Success
150,2026-05-03,29.0,Success
150,2026-06-02,29.0,Success
151,2025-07-23,29.0,Success
154,2025-09-12,29.0,Success
154,2025-10-12,29.0,Success
154,2025-11-11,29.0,Success
154,2025-12-11,29.0,Success
154,2026-01-10,29.0,Success
154,2026-02-09,29.0,Success
154,2026-03-11,29.0,Success
154,2026-04-10,29.0,Success
154,2026-05-10,29.0,Success
154,2026-06-09,29.0,Success
158,2025-10-25,29.0,Success
159,2025-08-21,199.0,Success
159,2025-09-20,199.0,Success
159,2025-10-20,199.0,Success
159,2025-11-19,199.0,Success
159,2025-12-19,199.0,Success
159,2026-01-18,199.0,Success
159,2026-02-17,199.0,Success
159,2026-03-19,199.0,Success
159,2026-04-18,199.0,Success
159,2026-05-18,199.0,Success
159,2026-06-17,199.0,Success
162,2026-04-25,29.0,Success
163,2026-02-24,29.0,Success
163,2026-03-26,29.0,Success
163,2026-04-25,29.0,Success
163,2026-05-25,29.0,Success
163,2026-06-24,29.0,Success
164,2026-04-27,29.0,Success
164,2026-05-27,29.0,Success
164,2026-06-26,29.0,Success
165,2025-10-10,29.0,Success
166,2026-04-21,29.0,Success
167,2025-11-18,29.0,Success
167,2025-12-18,29.0,Success
167,2026-01-17,29.0,Success
167,2026-02-16,29.0,Success
167,2026-03-18,29.0,Success
167,2026-04-17,29.0,Success
167,2026-05-17,29.0,Success
167,2026-06-16,29.0,Success
169,2025-10-06,29.0,Success
170,2025-09-09,29.0,Success
170,2025-10-09,29.0,Success
170,2025-11-08,29.0,Success
170,2025-12-08,29.0,Success
170,2026-01-07,29.0,Success
170,2026-02-06,29.0,Success
170,2026-03-08,29.0,Success
170,2026-04-07,29.0,Success
170,2026-05-07,29.0,Success
170,2026-06-06,29.0,Success
173,2026-03-14,199.0,Success
173,2026-04-13,199.0,Success
173,2026-05-13,199.0,Failed
173,2026-06-12,199.0,Success
175,2025-10-24,29.0,Success
179,2025-08-02,29.0,Success
181,2026-04-02,29.0,Success
182,2026-04-03,199.0,Success
184,2026-02-13,29.0,Success
189,2025-07-02,29.0,Success
190,2025-08-26,29.0,Success
190,2025-09-25,29.0,Success
190,2025-10-25,29.0,Success
190,2025-11-24,29.0,Success
190,2025-12-24,29.0,Success
190,2026-01-23,29.0,Success
190,2026-02-22,29.0,Success
190,2026-03-24,29.0,Success
190,2026-04-23,29.0,Success
190,2026-05-23,29.0,Success
190,2026-06-22,29.0,Success
191,2026-04-28,29.0,Success
193,2026-03-15,29.0,Failed
193,2026-04-14,29.0,Success
193,2026-05-14,29.0,Success
193,2026-06-13,29.0,Success
194,2026-03-24,29.0,Success
196,2025-08-11,29.0,Success
198,2026-02-06,199.0,Success
199,2025-10-19,199.0,Success
203,2026-04-14,29.0,Success
206,2026-04-11,29.0,Success
209,2025-10-01,29.0,Success
211,2026-01-06,29.0,Success
211,2026-02-05,29.0,Success
211,2026-03-07,29.0,Success
211,2026-04-06,29.0,Success
211,2026-05-06,29.0,Failed
211,2026-06-05,29.0,Success
212,2025-09-18,29.0,Success
213,2026-02-03,29.0,Success
217,2026-02-06,29.0,Success
218,2025-12-29,199.0,Success
219,2025-08-09,29.0,Success
220,2025-11-26,29.0,Success
220,2025-12-26,29.0,Success
220,2026-01-25,29.0,Success
220,2026-02-24,29.0,Success
220,2026-03-26,29.0,Failed
220,2026-04-25,29.0,Failed
220,2026-05-25,29.0,Success
220,2026-06-24,29.0,Success
222,2026-02-09,29.0,Success
226,2025-08-08,29.0,Success
227,2026-04-23,29.0,Success
227,2026-05-23,29.0,Success
227,2026-06-22,29.0,Success
228,2025-12-13,29.0,Success
230,2026-02-17,29.0,Success
230,2026-03-19,29.0,Success
230,2026-04-18,29.0,Success
230,2026-05-18,29.0,Failed
230,2026-06-17,29.0,Success
231,2025-08-16,29.0,Failed
231,2025-09-15,29.0,Success
231,2025-10-15,29.0,Success
231,2025-11-14,29.0,Success
231,2025-12-14,29.0,Success
231,2026-01-13,29.0,Success
231,2026-02-12,29.0,Success
231,2026-03-14,29.0,Success
231,2026-04-13,29.0,Success
231,2026-05-13,29.0,Success
231,2026-06-12,29.0,Success
232,2025-07-22,29.0,Success
233,2026-03-14,199.0,Success
234,2025-08-13,29.0,Success
234,2025-09-12,29.0,Success
234,2025-10-12,29.0,Success
234,2025-11-11,29.0,Success
234,2025-12-11,29.0,Success
234,2026-01-10,29.0,Success
234,2026-02-09,29.0,Success
234,2026-03-11,29.0,Failed
234,2026-04-10,29.0,Success
234,2026-05-10,29.0,Success
234,2026-06-09,29.0,Success
237,2025-08-18,29.0,Success
240,2025-12-16,29.0,Success
240,2026-01-15,29.0,Success
240,2026-02-14,29.0,Success
240,2026-03-16,29.0,Success
240,2026-04-15,29.0,Success
240,2026-05-15,29.0,Success
240,2026-06-14,29.0,Success
243,2025-08-09,29.0,Success
246,2026-02-10,29.0,Success
248,2026-02-26,29.0,Success
248,2026-03-28,29.0,Success
248,2026-04-27,29.0,Failed
248,2026-05-27,29.0,Success
248,2026-06-26,29.0,Success
249,2026-02-22,29.0,Success
249,2026-03-24,29.0,Success
249,2026-04-23,29.0,Success
249,2026-05-23,29.0,Success
249,2026-06-22,29.0,Success
250,2025-10-11,29.0,Success
256,2026-02-27,199.0,Success
257,2025-08-10,29.0,Success
259,2026-01-31,29.0,Success
259,2026-03-02,29.0,Success
259,2026-04-01,29.0,Success
259,2026-05-01,29.0,Success
259,2026-05-31,29.0,Success
259,2026-06-30,29.0,Success
261,2025-07-01,29.0,Success
262,2026-03-26,29.0,Success
264,2026-01-08,29.0,Success
266,2025-12-21,29.0,Success
268,2025-10-11,29.0,Success
268,2025-11-10,29.0,Success
268,2025-12-10,29.0,Success
268,2026-01-09,29.0,Success
268,2026-02-08,29.0,Success
268,2026-03-10,29.0,Success
268,2026-04-09,29.0,Success
268,2026-05-09,29.0,Success
268,2026-06-08,29.0,Success
272,2026-03-12,29.0,Success
276,2025-07-30,199.0,Success
278,2025-09-03,29.0,Success
278,2025-10-03,29.0,Success
278,2025-11-02,29.0,Success
278,2025-12-02,29.0,Success
278,2026-01-01,29.0,Success
278,2026-01-31,29.0,Success
278,2026-03-02,29.0,Success
278,2026-04-01,29.0,Success
278,2026-05-01,29.0,Success
278,2026-05-31,29.0,Success
278,2026-06-30,29.0,Success
279,2025-07-17,199.0,Success
279,2025-08-16,199.0,Success
279,2025-09-15,199.0,Success
279,2025-10-15,199.0,Success
279,2025-11-14,199.0,Success
279,2025-12-14,199.0,Success
279,2026-01-13,199.0,Success
279,2026-02-12,199.0,Success
279,2026-03-14,199.0,Success
279,2026-04-13,199.0,Success
279,2026-05-13,199.0,Success
279,2026-06-12,199.0,Success
281,2025-08-28,29.0,Success
283,2026-03-09,29.0,Success
283,2026-04-08,29.0,Success
283,2026-05-08,29.0,Success
283,2026-06-07,29.0,Success
284,2026-02-13,29.0,Success
285,2026-04-08,29.0,Success
285,2026-05-08,29.0,Success
285,2026-06-07,29.0,Success
286,2025-09-28,29.0,Success
288,2026-04-09,29.0,Success
288,2026-05-09,29.0,Failed
288,2026-06-08,29.0,Success
289,2026-03-03,29.0,Success
289,2026-04-02,29.0,Success
289,2026-05-02,29.0,Success
289,2026-06-01,29.0,Success
290,2025-08-07,29.0,Success
290,2025-09-06,29.0,Success
290,2025-10-06,29.0,Success
290,2025-11-05,29.0,Success
290,2025-12-05,29.0,Success
290,2026-01-04,29.0,Success
290,2026-02-03,29.0,Success
290,2026-03-05,29.0,Success
290,2026-04-04,29.0,Success
290,2026-05-04,29.0,Success
290,2026-06-03,29.0,Success
291,2026-04-09,29.0,Success
291,2026-05-09,29.0,Success
291,2026-06-08,29.0,Success
295,2025-09-25,29.0,Success
296,2025-12-20,29.0,Success
296,2026-01-19,29.0,Success
296,2026-02-18,29.0,Success
296,2026-03-20,29.0,Success
296,2026-04-19,29.0,Success
296,2026-05-19,29.0,Success
296,2026-06-18,29.0,Success
297,2026-04-22,199.0,Success
299,2026-01-24,199.0,Success
303,2026-01-13,29.0,Success
303,2026-02-12,29.0,Success
303,2026-03-14,29.0,Success
303,2026-04-13,29.0,Success
303,2026-05-13,29.0,Success
303,2026-06-12,29.0,Success
304,2025-12-08,29.0,Success
304,2026-01-07,29.0,Success
304,2026-02-06,29.0,Success
304,2026-03-08,29.0,Success
304,2026-04-07,29.0,Success
304,2026-05-07,29.0,Success
304,2026-06-06,29.0,Success
306,2026-04-25,29.0,Failed
307,2026-02-26,29.0,Success
307,2026-03-28,29.0,Success
307,2026-04-27,29.0,Success
307,2026-05-27,29.0,Success
307,2026-06-26,29.0,Failed
308,2026-01-04,29.0,Success
309,2026-01-02,29.0,Success
313,2026-03-21,29.0,Success
313,2026-04-20,29.0,Success
313,2026-05-20,29.0,Success
313,2026-06-19,29.0,Success
314,2025-12-01,29.0,Success
315,2025-12-01,29.0,Success
315,2025-12-31,29.0,Success
315,2026-01-30,29.0,Success
315,2026-03-01,29.0,Success
315,2026-03-31,29.0,Success
315,2026-04-30,29.0,Success
315,2026-05-30,29.0,Success
315,2026-06-29,29.0,Success
317,2025-11-13,29.0,Success
318,2026-04-25,29.0,Success
322,2026-04-14,29.0,Success
322,2026-05-14,29.0,Success
322,2026-06-13,29.0,Success
323,2026-02-21,29.0,Success
323,2026-03-23,29.0,Success
323,2026-04-22,29.0,Success
323,2026-05-22,29.0,Success
323,2026-06-21,29.0,Success
327,2026-04-05,29.0,Failed
328,2025-11-26,29.0,Success
329,2025-11-09,29.0,Success
331,2026-03-29,29.0,Success
333,2026-03-01,29.0,Success
334,2025-08-15,199.0,Failed
334,2025-09-14,199.0,Success
334,2025-10-14,199.0,Success
334,2025-11-13,199.0,Success
334,2025-12-13,199.0,Success
334,2026-01-12,199.0,Success
334,2026-02-11,199.0,Failed
334,2026-03-13,199.0,Success
334,2026-04-12,199.0,Success
334,2026-05-12,199.0,Success
334,2026-06-11,199.0,Success
337,2026-04-17,29.0,Success
337,2026-05-17,29.0,Success
337,2026-06-16,29.0,Success
340,2025-10-04,29.0,Success
342,2025-08-14,29.0,Success
342,2025-09-13,29.0,Success
342,2025-10-13,29.0,Success
342,2025-11-12,29.0,Success
342,2025-12-12,29.0,Success
342,2026-01-11,29.0,Success
342,2026-02-10,29.0,Success
342,2026-03-12,29.0,Success
342,2026-04-11,29.0,Success
342,2026-05-11,29.0,Success
342,2026-06-10,29.0,Success
344,2026-04-20,29.0,Success
345,2026-02-24,29.0,Success
345,2026-03-26,29.0,Success
345,2026-04-25,29.0,Success
345,2026-05-25,29.0,Success
345,2026-06-24,29.0,Success
347,2025-09-07,29.0,Success
348,2026-02-27,199.0,Success
349,2025-08-11,29.0,Success
351,2025-12-15,29.0,Success
352,2025-08-16,29.0,Success
353,2026-02-19,29.0,Failed
356,2026-02-27,29.0,Success
356,2026-03-29,29.0,Success
356,2026-04-28,29.0,Success
356,2026-05-28,29.0,Success
356,2026-06-27,29.0,Success
357,2026-02-01,29.0,Success
357,2026-03-03,29.0,Failed
357,2026-04-02,29.0,Success
357,2026-05-02,29.0,Success
357,2026-06-01,29.0,Success
358,2026-01-09,29.0,Success
358,2026-02-08,29.0,Success
358,2026-03-10,29.0,Success
358,2026-04-09,29.0,Failed
358,2026-05-09,29.0,Success
358,2026-06-08,29.0,Success
359,2025-08-30,29.0,Success
359,2025-09-29,29.0,Success
359,2025-10-29,29.0,Success
359,2025-11-28,29.0,Success
359,2025-12-28,29.0,Success
359,2026-01-27,29.0,Success
359,2026-02-26,29.0,Success
359,2026-03-28,29.0,Success
359,2026-04-27,29.0,Success
359,2026-05-27,29.0,Success
359,2026-06-26,29.0,Success
362,2025-08-27,29.0,Success
362,2025-09-26,29.0,Success
362,2025-10-26,29.0,Success
362,2025-11-25,29.0,Success
362,2025-12-25,29.0,Success
362,2026-01-24,29.0,Success
362,2026-02-23,29.0,Success
362,2026-03-25,29.0,Success
362,2026-04-24,29.0,Success
362,2026-05-24,29.0,Success
362,2026-06-23,29.0,Success
363,2025-07-09,29.0,Success
365,2025-07-29,29.0,Success
366,2025-12-11,199.0,Success
366,2026-01-10,199.0,Success
366,2026-02-09,199.0,Success
366,2026-03-11,199.0,Success
366,2026-04-10,199.0,Success
366,2026-05-10,199.0,Success
366,2026-06-09,199.0,Success
370,2025-10-03,29.0,Success
372,2025-11-02,199.0,Success
373,2025-08-17,29.0,Success
376,2025-10-06,29.0,Success
383,2026-03-08,29.0,Failed
384,2025-12-28,29.0,Success
384,2026-01-27,29.0,Success
384,2026-02-26,29.0,Success
384,2026-03-28,29.0,Success
384,2026-04-27,29.0,Success
384,2026-05-27,29.0,Success
384,2026-06-26,29.0,Failed
385,2025-07-31,29.0,Success
387,2025-10-20,29.0,Success
387,2025-11-19,29.0,Success
387,2025-12-19,29.0,Failed
387,2026-01-18,29.0,Success
387,2026-02-17,29.0,Success
387,2026-03-19,29.0,Success
387,2026-04-18,29.0,Success
387,2026-05-18,29.0,Success
387,2026-06-17,29.0,Success
389,2026-03-29,29.0,Success
389,2026-04-28,29.0,Success
389,2026-05-28,29.0,Success
389,2026-06-27,29.0,Success
394,2026-04-09,29.0,Success
395,2026-02-08,29.0,Success
395,2026-03-10,29.0,Success
395,2026-04-09,29.0,Success
395,2026-05-09,29.0,Success
395,2026-06-08,29.0,Success
398,2025-12-09,29.0,Success
399,2026-01-20,29.0,Success
399,2026-02-19,29.0,Success
399,2026-03-21,29.0,Success
399,2026-04-20,29.0,Success
399,2026-05-20,29.0,Success
399,2026-06-19,29.0,Success
402,2025-08-08,29.0,Success
402,2025-09-07,29.0,Success
402,2025-10-07,29.0,Success
402,2025-11-06,29.0,Failed
402,2025-12-06,29.0,Success
402,2026-01-05,29.0,Success
402,2026-02-04,29.0,Success
402,2026-03-06,29.0,Success
402,2026-04-05,29.0,Success
402,2026-05-05,29.0,Success
402,2026-06-04,29.0,Success
404,2026-01-09,29.0,Success
404,2026-02-08,29.0,Success
404,2026-03-10,29.0,Success
404,2026-04-09,29.0,Success
404,2026-05-09,29.0,Success
404,2026-06-08,29.0,Success
406,2025-09-17,29.0,Success
406,2025-10-17,29.0,Success
406,2025-11-16,29.0,Success
406,2025-12-16,29.0,Success
406,2026-01-15,29.0,Success
406,2026-02-14,29.0,Success
406,2026-03-16,29.0,Success
406,2026-04-15,29.0,Success
406,2026-05-15,29.0,Success
406,2026-06-14,29.0,Success
407,2026-02-13,199.0,Success
408,2026-04-12,29.0,Success
410,2026-04-13,29.0,Success
412,2025-11-19,29.0,Success
412,2025-12-19,29.0,Success
412,2026-01-18,29.0,Success
412,2026-02-17,29.0,Success
412,2026-03-19,29.0,Success
412,2026-04-18,29.0,Success
412,2026-05-18,29.0,Success
412,2026-06-17,29.0,Success
414,2026-01-19,29.0,Success
416,2026-01-20,199.0,Success
416,2026-02-19,199.0,Success
416,2026-03-21,199.0,Success
416,2026-04-20,199.0,Success
416,2026-05-20,199.0,Success
416,2026-06-19,199.0,Success
417,2025-11-02,29.0,Success
417,2025-12-02,29.0,Success
417,2026-01-01,29.0,Success
417,2026-01-31,29.0,Success
417,2026-03-02,29.0,Success
417,2026-04-01,29.0,Success
417,2026-05-01,29.0,Success
417,2026-05-31,29.0,Success
417,2026-06-30,29.0,Success
420,2026-01-26,29.0,Success
421,2026-02-02,29.0,Success
422,2026-03-17,199.0,Success
428,2025-07-13,29.0,Success
428,2025-08-12,29.0,Success
428,2025-09-11,29.0,Success
428,2025-10-11,29.0,Success
428,2025-11-10,29.0,Success
428,2025-12-10,29.0,Success
428,2026-01-09,29.0,Success
428,2026-02-08,29.0,Success
428,2026-03-10,29.0,Success
428,2026-04-09,29.0,Success
428,2026-05-09,29.0,Success
428,2026-06-08,29.0,Success
432,2025-11-02,29.0,Success
432,2025-12-02,29.0,Success
432,2026-01-01,29.0,Success
432,2026-01-31,29.0,Success
432,2026-03-02,29.0,Success
432,2026-04-01,29.0,Success
432,2026-05-01,29.0,Success
432,2026-05-31,29.0,Success
432,2026-06-30,29.0,Success
435,2025-10-18,29.0,Success
436,2026-04-01,29.0,Success
438,2025-08-28,29.0,Success
441,2025-09-09,29.0,Success
442,2025-09-27,29.0,Success
442,2025-10-27,29.0,Success
442,2025-11-26,29.0,Success
442,2025-12-26,29.0,Success
442,2026-01-25,29.0,Success
442,2026-02-24,29.0,Success
442,2026-03-26,29.0,Success
442,2026-04-25,29.0,Success
442,2026-05-25,29.0,Success
442,2026-06-24,29.0,Success
443,2025-07-28,29.0,Success
443,2025-08-27,29.0,Success
443,2025-09-26,29.0,Success
443,2025-10-26,29.0,Success
443,2025-11-25,29.0,Success
443,2025-12-25,29.0,Success
443,2026-01-24,29.0,Success
443,2026-02-23,29.0,Success
443,2026-03-25,29.0,Success
443,2026-04-24,29.0,Success
443,2026-05-24,29.0,Success
443,2026-06-23,29.0,Success
444,2026-04-14,29.0,Success
447,2026-03-11,29.0,Success
449,2026-02-03,29.0,Success
449,2026-03-05,29.0,Success
449,2026-04-04,29.0,Success
449,2026-05-04,29.0,Success
449,2026-06-03,29.0,Success
450,2026-02-16,29.0,Success
450,2026-03-18,29.0,Success
450,2026-04-17,29.0,Success
450,2026-05-17,29.0,Success
450,2026-06-16,29.0,Success
451,2025-10-30,29.0,Success
452,2026-02-05,29.0,Success
453,2026-04-18,199.0,Success
453,2026-05-18,199.0,Success
453,2026-06-17,199.0,Success
454,2025-11-27,29.0,Success
455,2025-08-18,29.0,Success
455,2025-09-17,29.0,Success
455,2025-10-17,29.0,Success
455,2025-11-16,29.0,Success
455,2025-12-16,29.0,Success
455,2026-01-15,29.0,Success
455,2026-02-14,29.0,Success
455,2026-03-16,29.0,Success
455,2026-04-15,29.0,Success
455,2026-05-15,29.0,Success
455,2026-06-14,29.0,Success
456,2025-09-03,29.0,Success
458,2025-08-08,29.0,Success
459,2026-01-05,29.0,Success
459,2026-02-04,29.0,Success
459,2026-03-06,29.0,Success
459,2026-04-05,29.0,Success
459,2026-05-05,29.0,Success
459,2026-06-04,29.0,Success
460,2025-08-17,29.0,Success
460,2025-09-16,29.0,Success
460,2025-10-16,29.0,Success
460,2025-11-15,29.0,Success
460,2025-12-15,29.0,Success
460,2026-01-14,29.0,Success
460,2026-02-13,29.0,Success
460,2026-03-15,29.0,Failed
460,2026-04-14,29.0,Success
460,2026-05-14,29.0,Success
460,2026-06-13,29.0,Success
462,2025-11-23,29.0,Success
463,2025-07-25,199.0,Success
463,2025-08-24,199.0,Success
463,2025-09-23,199.0,Success
463,2025-10-23,199.0,Success
463,2025-11-22,199.0,Success
463,2025-12-22,199.0,Success
463,2026-01-21,199.0,Success
463,2026-02-20,199.0,Success
463,2026-03-22,199.0,Success
463,2026-04-21,199.0,Success
463,2026-05-21,199.0,Success
463,2026-06-20,199.0,Success
464,2025-09-19,29.0,Success
466,2025-08-12,29.0,Success
467,2025-10-28,29.0,Success
468,2025-09-06,29.0,Success
471,2026-01-12,29.0,Success
477,2026-03-18,29.0,Success
477,2026-04-17,29.0,Success
477,2026-05-17,29.0,Success
477,2026-06-16,29.0,Success
479,2025-07-07,29.0,Success
479,2025-08-06,29.0,Success
479,2025-09-05,29.0,Success
479,2025-10-05,29.0,Success
479,2025-11-04,29.0,Success
479,2025-12-04,29.0,Success
479,2026-01-03,29.0,Success
479,2026-02-02,29.0,Success
479,2026-03-04,29.0,Success
479,2026-04-03,29.0,Success
479,2026-05-03,29.0,Success
479,2026-06-02,29.0,Success
480,2026-02-01,29.0,Success
486,2026-02-08,29.0,Success
487,2025-09-28,199.0,Success
489,2025-11-15,29.0,Failed
492,2025-08-22,29.0,Success
494,2025-09-15,29.0,Success
494,2025-10-15,29.0,Success
494,2025-11-14,29.0,Success
494,2025-12-14,29.0,Success
494,2026-01-13,29.0,Success
494,2026-02-12,29.0,Success
494,2026-03-14,29.0,Success
494,2026-04-13,29.0,Success
494,2026-05-13,29.0,Success
494,2026-06-12,29.0,Success
495,2026-01-31,29.0,Success
495,2026-03-02,29.0,Success
495,2026-04-01,29.0,Success
495,2026-05-01,29.0,Success
495,2026-05-31,29.0,Success
495,2026-06-30,29.0,Success
496,2026-04-19,29.0,Failed
496,2026-05-19,29.0,Success
496,2026-06-18,29.0,Success
497,2025-07-24,29.0,Success
500,2025-10-09,199.0,Success
500,2025-11-08,199.0,Success
500,2025-12-08,199.0,Success
500,2026-01-07,199.0,Success
500,2026-02-06,199.0,Success
500,2026-03-08,199.0,Success
500,2026-04-07,199.0,Success
500,2026-05-07,199.0,Success
500,2026-06-06,199.0,Success
501,2025-07-13,199.0,Failed
501,2025-08-12,199.0,Success
501,2025-09-11,199.0,Success
501,2025-10-11,199.0,Success
501,2025-11-10,199.0,Success
501,2025-12-10,199.0,Success
